% f_log(GV/m) T(K) deltaE(eV)
1.41052446 368.6 -0.15188590
1.41052446 374.6 -0.15124038
1.41052446 380.6 -0.15058353
1.41052446 386.6 -0.14991532
1.41052446 392.6 -0.14923569
1.41052446 398.7 -0.14854461
1.41052446 404.7 -0.14784202
1.41052446 410.7 -0.14712787
1.41052446 416.7 -0.14640213
1.41052446 422.7 -0.14566473
1.41052446 428.8 -0.14491564
1.41052446 434.8 -0.14415479
1.41052446 440.8 -0.14338214
1.41052446 446.8 -0.14259764
1.41052446 452.8 -0.14180122
1.41052446 458.9 -0.14099284
1.41052446 464.9 -0.14017244
1.41052446 470.9 -0.13933996
1.41052446 476.9 -0.13849535
1.41052446 482.9 -0.13763854
1.41052446 489.0 -0.13676948
1.41052446 495.0 -0.13588811
1.41052446 501.0 -0.13499435
1.41052446 507.0 -0.13408816
1.41052446 513.0 -0.13316946
1.41052446 519.1 -0.13223820
1.41052446 525.1 -0.13129430
1.41052446 531.1 -0.13033769
1.41052446 537.1 -0.12936832
1.41052446 543.1 -0.12838610
1.41052446 549.2 -0.12739098
1.41052446 555.2 -0.12638286
1.41052446 561.2 -0.12536170
1.41052446 567.2 -0.12432740
1.41052446 573.2 -0.12327989
1.41052446 579.3 -0.12221911
1.41052446 585.3 -0.12114496
1.41052446 591.3 -0.12005736
1.41052446 597.3 -0.11895625
1.41052446 603.3 -0.11784153
1.41052446 609.4 -0.11671313
1.41052446 615.4 -0.11557096
1.41052446 621.4 -0.11441493
1.41052446 627.4 -0.11324496
1.41052446 633.4 -0.11206095
1.41052446 639.5 -0.11086283
1.41052446 645.5 -0.10965049
1.41052446 651.5 -0.10842384
1.41052446 657.5 -0.10718280
1.41052446 663.5 -0.10592726
1.41052446 669.6 -0.10465713
1.41052446 675.6 -0.10337231
1.41052446 681.6 -0.10207269
1.41052446 687.6 -0.10075819
1.41052446 693.6 -0.09942869
1.41052446 699.7 -0.09808408
1.41052446 705.7 -0.09672428
1.41052446 711.7 -0.09534916
1.41052446 717.7 -0.09395861
1.41052446 723.7 -0.09255253
1.41052446 729.8 -0.09113080
1.41052446 735.8 -0.08969331
1.41052446 741.8 -0.08823995
1.41052446 747.8 -0.08677059
1.41052446 753.8 -0.08528511
1.41052446 759.9 -0.08378339
1.41052446 765.9 -0.08226532
1.41052446 771.9 -0.08073076
1.41052446 777.9 -0.07917959
1.41052446 783.9 -0.07761168
1.41052446 790.0 -0.07602690
1.41052446 796.0 -0.07442511
1.41052446 802.0 -0.07280619
1.41052446 808.0 -0.07116999
1.41052446 814.0 -0.06951639
1.41052446 820.1 -0.06784523
1.41052446 826.1 -0.06615637
1.41052446 832.1 -0.06444968
1.41052446 838.1 -0.06272501
1.41052446 844.1 -0.06098220
1.41052446 850.2 -0.05922111
1.41052446 856.2 -0.05744159
1.41052446 862.2 -0.05564347
1.41052446 868.2 -0.05382661
1.41052446 874.2 -0.05199084
1.41052446 880.3 -0.05013607
1.41052446 886.3 -0.04826195
1.41052446 892.3 -0.04636850
1.41052446 898.3 -0.04445548
1.41052446 904.3 -0.04252273
1.41052446 910.4 -0.04057008
1.41052446 916.4 -0.03859734
1.41052446 922.4 -0.03660436
1.41052446 928.4 -0.03459094
1.41052446 934.4 -0.03255690
1.41052446 940.5 -0.03050207
1.41052446 946.5 -0.02842625
1.41052446 952.5 -0.02632926
1.41052446 958.5 -0.02421091
1.41052446 964.5 -0.02207100
1.41052446 970.6 -0.01990934
1.41052446 976.6 -0.01772574
1.41052446 982.6 -0.01551998
1.41052446 988.6 -0.01329187
1.41052446 994.6 -0.01104121
1.41052446 1000.7 -0.00876779
1.41052446 1006.7 -0.00647140
1.41052446 1012.7 -0.00415182
1.41052446 1018.7 -0.00180884
1.41052446 1024.7 0.00055774
1.41052446 1030.8 0.00294816
1.41052446 1036.8 0.00536263
1.41052446 1042.8 0.00780138
1.41052446 1048.8 0.01026463
1.41052446 1054.8 0.01275260
1.41052446 1060.9 0.01526553
1.41052446 1066.9 0.01780365
1.41052446 1072.9 0.02036720
1.41052446 1078.9 0.02295640
1.41052446 1084.9 0.02557150
1.41052446 1091.0 0.02821274
1.41052446 1097.0 0.03088036
1.41052446 1103.0 0.03357460
1.41052446 1109.0 0.03629570
1.41052446 1115.1 0.03904392
1.41052446 1121.1 0.04181951
1.41052446 1127.1 0.04462271
1.41052446 1133.1 0.04745377
1.41052446 1139.1 0.05031296
1.41052446 1145.2 0.05320051
1.41052446 1151.2 0.05611670
1.41052446 1157.2 0.05906178
1.41052446 1163.2 0.06203600
1.41052446 1169.2 0.06503963
1.41052446 1175.3 0.06807292
1.41052446 1181.3 0.07113614
1.41052446 1187.3 0.07422955
1.41052446 1193.3 0.07735341
1.41052446 1199.3 0.08050797
1.41052446 1205.4 0.08369352
1.41052446 1211.4 0.08691030
1.41052446 1217.4 0.09015857
1.41052446 1223.4 0.09343861
1.41052446 1229.4 0.09675068
1.41052446 1235.5 0.10009502
1.41052446 1241.5 0.10347192
1.41052446 1247.5 0.10688162
1.41052446 1253.5 0.11032438
1.41052446 1259.5 0.11380047
1.41052446 1265.6 0.11731012
1.41052446 1271.6 0.12085361
1.41052446 1277.6 0.12443119
1.41052446 1283.6 0.12804309
1.41052446 1289.6 0.13168958
1.41052446 1295.7 0.13537090
1.41052446 1301.7 0.13908728
1.41052446 1307.7 0.14283898
1.41052446 1313.7 0.14662622
1.41052446 1319.7 0.15044924
1.41052446 1325.8 0.15430826
1.41052446 1331.8 0.15820352
1.41052446 1337.8 0.16213523
1.41052446 1343.8 0.16610361
1.41052446 1349.8 0.17010888
1.41052446 1355.9 0.17415123
1.41052446 1361.9 0.17823087
1.41052446 1367.9 0.18234800
1.41052446 1373.9 0.18650281
1.41052446 1379.9 0.19069548
1.41052446 1386.0 0.19492619
1.41052446 1392.0 0.19919510
1.41052446 1398.0 0.20350239
1.41052446 1404.0 0.20784822
1.41052446 1410.0 0.21223272
1.41052446 1416.1 0.21665605
1.41052446 1422.1 0.22111833
1.41052446 1428.1 0.22561970
1.41052446 1434.1 0.23016027
1.41052446 1440.1 0.23474014
1.41052446 1446.2 0.23935942
1.41052446 1452.2 0.24401820
1.41052446 1458.2 0.24871712
1.41052446 1464.2 0.25345455
1.41052446 1470.2 0.25823226
1.41052446 1476.3 0.26304972
1.41052446 1482.3 0.26790698
1.41052446 1488.3 0.27280405
1.41052446 1494.3 0.27774097
1.41052446 1500.3 0.28271773
1.41052446 1506.4 0.28773433
1.41052446 1512.4 0.29279075
1.41052446 1518.4 0.29788696
1.41052446 1524.4 0.30302291
1.41052446 1530.4 0.30819855
1.41052446 1536.5 0.31341380
1.41052446 1542.5 0.31866861
1.41052446 1548.5 0.32396287
1.41052446 1554.5 0.32929648
1.41052446 1560.5 0.33466931
1.41052446 1566.6 0.34008126
1.41052446 1572.6 0.34553212
1.41052446 1578.6 0.35102177
1.41052446 1584.6 0.35655003
1.41052446 1590.6 0.36211671
1.41052446 1596.7 0.36772162
1.41052446 1602.7 0.37336452
1.41052446 1608.7 0.37904520
1.41052446 1614.7 0.38476342
1.41052446 1620.7 0.39051890
1.41052446 1626.8 0.39631139
1.41052446 1632.8 0.40214060
1.41052446 1638.8 0.40800622
1.41052446 1644.8 0.41390794
1.41052446 1650.8 0.41984544
1.41052446 1656.9 0.42581837
1.41052446 1662.9 0.43182639
1.41052446 1668.9 0.43786911
1.41052446 1674.9 0.44394616
1.41052446 1680.9 0.45005714
1.41052446 1687.0 0.45620164
1.41052446 1693.0 0.46237925
1.41052446 1699.0 0.46858952
1.41052446 1705.0 0.47483201
1.41052446 1711.0 0.48110626
1.41052446 1717.1 0.48741179
1.41052446 1723.1 0.49374812
1.41052446 1729.1 0.50011475
1.41052446 1735.1 0.50651118
1.41052446 1741.1 0.51293689
1.41052446 1747.2 0.51939133
1.41052446 1753.2 0.52587398
1.41052446 1759.2 0.53238428
1.41052446 1765.2 0.53892166
1.41052446 1771.2 0.54548556
1.41052446 1777.3 0.55207539
1.41052446 1783.3 0.55869056
1.41052446 1789.3 0.56533047
1.41052446 1795.3 0.57199451
1.41052446 1801.3 0.57868207
1.41052446 1807.4 0.58539251
1.41052446 1813.4 0.59212529
1.41052446 1819.4 0.59887961
1.41052446 1825.4 0.60565491
1.41052446 1831.4 0.61245015
1.41052446 1837.5 0.61926541
1.41052446 1843.5 0.62609967
1.41052446 1849.5 0.63295226
1.41052446 1855.5 0.63982250
1.41052446 1861.5 0.64670972
1.41052446 1867.6 0.65361323
1.41052446 1873.6 0.66053235
1.41052446 1879.6 0.66746640
1.41052446 1885.6 0.67441467
1.41052446 1891.6 0.68137705
1.41052446 1897.7 0.68835173
1.41052446 1903.7 0.69533855
1.41052446 1909.7 0.70233683
1.41052446 1915.7 0.70934586
1.41052446 1921.7 0.71636495
1.41052446 1927.8 0.72339339
1.41052446 1933.8 0.73043049
1.41052446 1939.8 0.73747556
1.41052446 1945.8 0.74452790
1.41052446 1951.8 0.75158682
1.41052446 1957.9 0.75865162
1.41052446 1963.9 0.76572162
1.41052446 1969.9 0.77279614
1.41052446 1975.9 0.77987448
1.41052446 1981.9 0.78695598
1.41052446 1988.0 0.79403996
1.41052446 1994.0 0.80112575
1.41052446 2000.0 0.80821268
1.45015455 200.0 -0.17213461
1.45015455 206.0 -0.17180466
1.45015455 212.0 -0.17146470
1.45015455 218.1 -0.17111471
1.45015455 224.1 -0.17075468
1.45015455 230.1 -0.17038458
1.45015455 236.1 -0.17000438
1.45015455 242.1 -0.16961408
1.45015455 248.2 -0.16921363
1.45015455 254.2 -0.16880303
1.45015455 260.2 -0.16838225
1.45015455 266.2 -0.16795126
1.45015455 272.2 -0.16751003
1.45015455 278.3 -0.16705855
1.45015455 284.3 -0.16659677
1.45015455 290.3 -0.16612469
1.45015455 296.3 -0.16564226
1.45015455 302.3 -0.16514946
1.45015455 308.4 -0.16464627
1.45015455 314.4 -0.16413264
1.45015455 320.4 -0.16360855
1.45015455 326.4 -0.16307397
1.45015455 332.4 -0.16266464
1.45015455 338.5 -0.16197321
1.45015455 344.5 -0.16140695
1.45015455 350.5 -0.16083025
1.45015455 356.5 -0.16024254
1.45015455 362.5 -0.15964431
1.45015455 368.6 -0.15903535
1.45015455 374.6 -0.15841561
1.45015455 380.6 -0.15778507
1.45015455 386.6 -0.15714369
1.45015455 392.6 -0.15649142
1.45015455 398.7 -0.15582831
1.45015455 404.7 -0.15515406
1.45015455 410.7 -0.15446890
1.45015455 416.7 -0.15377268
1.45015455 422.7 -0.15306537
1.45015455 428.8 -0.15234692
1.45015455 434.8 -0.15161729
1.45015455 440.8 -0.15087644
1.45015455 446.8 -0.15012431
1.45015455 452.8 -0.14936086
1.45015455 458.9 -0.14858604
1.45015455 464.9 -0.14779980
1.45015455 470.9 -0.14700209
1.45015455 476.9 -0.14619287
1.45015455 482.9 -0.14537207
1.45015455 489.0 -0.14453966
1.45015455 495.0 -0.14369556
1.45015455 501.0 -0.14283974
1.45015455 507.0 -0.14197213
1.45015455 513.0 -0.14109268
1.45015455 519.1 -0.14020134
1.45015455 525.1 -0.13929803
1.45015455 531.1 -0.13838272
1.45015455 537.1 -0.13745532
1.45015455 543.1 -0.13651580
1.45015455 549.2 -0.13556407
1.45015455 555.2 -0.13460009
1.45015455 561.2 -0.13362379
1.45015455 567.2 -0.13263509
1.45015455 573.2 -0.13163395
1.45015455 579.3 -0.13062028
1.45015455 585.3 -0.12959402
1.45015455 591.3 -0.12855511
1.45015455 597.3 -0.12750347
1.45015455 603.3 -0.12643904
1.45015455 609.4 -0.12536173
1.45015455 615.4 -0.12427148
1.45015455 621.4 -0.12316821
1.45015455 627.4 -0.12205185
1.45015455 633.4 -0.12092233
1.45015455 639.5 -0.11977955
1.45015455 645.5 -0.11862345
1.45015455 651.5 -0.11745394
1.45015455 657.5 -0.11627095
1.45015455 663.5 -0.11507438
1.45015455 669.6 -0.11386417
1.45015455 675.6 -0.11264021
1.45015455 681.6 -0.11140243
1.45015455 687.6 -0.11015074
1.45015455 693.6 -0.10888505
1.45015455 699.7 -0.10760527
1.45015455 705.7 -0.10631130
1.45015455 711.7 -0.10500307
1.45015455 717.7 -0.10368046
1.45015455 723.7 -0.10234339
1.45015455 729.8 -0.10099176
1.45015455 735.8 -0.09962547
1.45015455 741.8 -0.09824442
1.45015455 747.8 -0.09684852
1.45015455 753.8 -0.09543765
1.45015455 759.9 -0.09401172
1.45015455 765.9 -0.09257062
1.45015455 771.9 -0.09111424
1.45015455 777.9 -0.08964248
1.45015455 783.9 -0.08815522
1.45015455 790.0 -0.08665236
1.45015455 796.0 -0.08513377
1.45015455 802.0 -0.08359936
1.45015455 808.0 -0.08204900
1.45015455 814.0 -0.08048257
1.45015455 820.1 -0.07889996
1.45015455 826.1 -0.07730104
1.45015455 832.1 -0.07568569
1.45015455 838.1 -0.07405379
1.45015455 844.1 -0.07240522
1.45015455 850.2 -0.07073984
1.45015455 856.2 -0.06905753
1.45015455 862.2 -0.06735815
1.45015455 868.2 -0.06564158
1.45015455 874.2 -0.06390767
1.45015455 880.3 -0.06215631
1.45015455 886.3 -0.06038733
1.45015455 892.3 -0.05860062
1.45015455 898.3 -0.05679602
1.45015455 904.3 -0.05497339
1.45015455 910.4 -0.05313260
1.45015455 916.4 -0.05127348
1.45015455 922.4 -0.04939590
1.45015455 928.4 -0.04749971
1.45015455 934.4 -0.04558475
1.45015455 940.5 -0.04365086
1.45015455 946.5 -0.04169790
1.45015455 952.5 -0.03972571
1.45015455 958.5 -0.03773412
1.45015455 964.5 -0.03572297
1.45015455 970.6 -0.03369212
1.45015455 976.6 -0.03164137
1.45015455 982.6 -0.02957058
1.45015455 988.6 -0.02747958
1.45015455 994.6 -0.02536818
1.45015455 1000.7 -0.02323623
1.45015455 1006.7 -0.02108354
1.45015455 1012.7 -0.01890995
1.45015455 1018.7 -0.01671527
1.45015455 1024.7 -0.01449932
1.45015455 1030.8 -0.01226193
1.45015455 1036.8 -0.01000290
1.45015455 1042.8 -0.00772207
1.45015455 1048.8 -0.00541923
1.45015455 1054.8 -0.00309420
1.45015455 1060.9 -0.00074680
1.45015455 1066.9 0.00162318
1.45015455 1072.9 0.00401591
1.45015455 1078.9 0.00643161
1.45015455 1084.9 0.00887046
1.45015455 1091.0 0.01133266
1.45015455 1097.0 0.01381841
1.45015455 1103.0 0.01632790
1.45015455 1109.0 0.01886136
1.45015455 1115.1 0.02141897
1.45015455 1121.1 0.02400094
1.45015455 1127.1 0.02660747
1.45015455 1133.1 0.02923878
1.45015455 1139.1 0.03189507
1.45015455 1145.2 0.03457656
1.45015455 1151.2 0.03728344
1.45015455 1157.2 0.04001594
1.45015455 1163.2 0.04277426
1.45015455 1169.2 0.04555862
1.45015455 1175.3 0.04836923
1.45015455 1181.3 0.05120630
1.45015455 1187.3 0.05407005
1.45015455 1193.3 0.05696070
1.45015455 1199.3 0.05987846
1.45015455 1205.4 0.06282354
1.45015455 1211.4 0.06579616
1.45015455 1217.4 0.06879654
1.45015455 1223.4 0.07182489
1.45015455 1229.4 0.07488143
1.45015455 1235.5 0.07796637
1.45015455 1241.5 0.08107993
1.45015455 1247.5 0.08422232
1.45015455 1253.5 0.08739375
1.45015455 1259.5 0.09059443
1.45015455 1265.6 0.09382459
1.45015455 1271.6 0.09708442
1.45015455 1277.6 0.10037414
1.45015455 1283.6 0.10369395
1.45015455 1289.6 0.10704406
1.45015455 1295.7 0.11042467
1.45015455 1301.7 0.11383599
1.45015455 1307.7 0.11727821
1.45015455 1313.7 0.12075154
1.45015455 1319.7 0.12425616
1.45015455 1325.8 0.12779228
1.45015455 1331.8 0.13136007
1.45015455 1337.8 0.13495973
1.45015455 1343.8 0.13859145
1.45015455 1349.8 0.14225539
1.45015455 1355.9 0.14595175
1.45015455 1361.9 0.14968068
1.45015455 1367.9 0.15344236
1.45015455 1373.9 0.15723696
1.45015455 1379.9 0.16106464
1.45015455 1386.0 0.16492554
1.45015455 1392.0 0.16881983
1.45015455 1398.0 0.17274765
1.45015455 1404.0 0.17670914
1.45015455 1410.0 0.18070444
1.45015455 1416.1 0.18473367
1.45015455 1422.1 0.18879697
1.45015455 1428.1 0.19289444
1.45015455 1434.1 0.19702621
1.45015455 1440.1 0.20119238
1.45015455 1446.2 0.20539304
1.45015455 1452.2 0.20962830
1.45015455 1458.2 0.21389823
1.45015455 1464.2 0.21820292
1.45015455 1470.2 0.22254244
1.45015455 1476.3 0.22691684
1.45015455 1482.3 0.23132620
1.45015455 1488.3 0.23577054
1.45015455 1494.3 0.24024992
1.45015455 1500.3 0.24476437
1.45015455 1506.4 0.24931390
1.45015455 1512.4 0.25389854
1.45015455 1518.4 0.25851829
1.45015455 1524.4 0.26317314
1.45015455 1530.4 0.26786308
1.45015455 1536.5 0.27258810
1.45015455 1542.5 0.27734815
1.45015455 1548.5 0.28214320
1.45015455 1554.5 0.28697314
1.45015455 1560.5 0.29183802
1.45015455 1566.6 0.29673772
1.45015455 1572.6 0.30167215
1.45015455 1578.6 0.30664122
1.45015455 1584.6 0.31164492
1.45015455 1590.6 0.31668298
1.45015455 1596.7 0.32175534
1.45015455 1602.7 0.32686188
1.45015455 1608.7 0.33200245
1.45015455 1614.7 0.33717690
1.45015455 1620.7 0.34238506
1.45015455 1626.8 0.34762676
1.45015455 1632.8 0.35290182
1.45015455 1638.8 0.35821002
1.45015455 1644.8 0.36355118
1.45015455 1650.8 0.36892506
1.45015455 1656.9 0.37433143
1.45015455 1662.9 0.37977007
1.45015455 1668.9 0.38524071
1.45015455 1674.9 0.39074309
1.45015455 1680.9 0.39627694
1.45015455 1687.0 0.40184198
1.45015455 1693.0 0.40743791
1.45015455 1699.0 0.41306442
1.45015455 1705.0 0.41872121
1.45015455 1711.0 0.42440794
1.45015455 1717.1 0.43012428
1.45015455 1723.1 0.43586989
1.45015455 1729.1 0.44164440
1.45015455 1735.1 0.44744746
1.45015455 1741.1 0.45327868
1.45015455 1747.2 0.45913768
1.45015455 1753.2 0.46502407
1.45015455 1759.2 0.47093744
1.45015455 1765.2 0.47687738
1.45015455 1771.2 0.48284347
1.45015455 1777.3 0.48883528
1.45015455 1783.3 0.49485236
1.45015455 1789.3 0.50089428
1.45015455 1795.3 0.50696069
1.45015455 1801.3 0.51305090
1.45015455 1807.4 0.51916455
1.45015455 1813.4 0.52530117
1.45015455 1819.4 0.53146026
1.45015455 1825.4 0.53764135
1.45015455 1831.4 0.54384392
1.45015455 1837.5 0.55006748
1.45015455 1843.5 0.55631150
1.45015455 1849.5 0.56257549
1.45015455 1855.5 0.56885891
1.45015455 1861.5 0.57516123
1.45015455 1867.6 0.58148193
1.45015455 1873.6 0.58782047
1.45015455 1879.6 0.59417630
1.45015455 1885.6 0.60054888
1.45015455 1891.6 0.60693766
1.45015455 1897.7 0.61334209
1.45015455 1903.7 0.61976161
1.45015455 1909.7 0.62619532
1.45015455 1915.7 0.63264333
1.45015455 1921.7 0.63910474
1.45015455 1927.8 0.64557900
1.45015455 1933.8 0.65206553
1.45015455 1939.8 0.65856377
1.45015455 1945.8 0.66507314
1.45015455 1951.8 0.67159307
1.45015455 1957.9 0.67812300
1.45015455 1963.9 0.68466236
1.45015455 1969.9 0.69121056
1.45015455 1975.9 0.69776704
1.45015455 1981.9 0.70433124
1.45015455 1988.0 0.71090257
1.45015455 1994.0 0.71748048
1.45015455 2000.0 0.72406439
1.48978464 200.0 -0.17897453
1.48978464 206.0 -0.17865703
1.48978464 212.0 -0.17832992
1.48978464 218.1 -0.17799318
1.48978464 224.1 -0.17764679
1.48978464 230.1 -0.17729073
1.48978464 236.1 -0.17692499
1.48978464 242.1 -0.17654954
1.48978464 248.2 -0.17616436
1.48978464 254.2 -0.17576944
1.48978464 260.2 -0.17536474
1.48978464 266.2 -0.17495026
1.48978464 272.2 -0.17452596
1.48978464 278.3 -0.17409182
1.48978464 284.3 -0.17364783
1.48978464 290.3 -0.17319395
1.48978464 296.3 -0.17273016
1.48978464 302.3 -0.17225644
1.48978464 308.4 -0.17177275
1.48978464 314.4 -0.17127908
1.48978464 320.4 -0.17077539
1.48978464 326.4 -0.17026167
1.48978464 332.4 -0.16973787
1.48978464 338.5 -0.16920397
1.48978464 344.5 -0.16865994
1.48978464 350.5 -0.16810575
1.48978464 356.5 -0.16754137
1.48978464 362.5 -0.16696678
1.48978464 368.6 -0.16638192
1.48978464 374.6 -0.16578678
1.48978464 380.6 -0.16518132
1.48978464 386.6 -0.16456551
1.48978464 392.6 -0.16393931
1.48978464 398.7 -0.16330268
1.48978464 404.7 -0.16265559
1.48978464 410.7 -0.16199801
1.48978464 416.7 -0.16132989
1.48978464 422.7 -0.16065121
1.48978464 428.8 -0.15996191
1.48978464 434.8 -0.15926196
1.48978464 440.8 -0.15855132
1.48978464 446.8 -0.15782995
1.48978464 452.8 -0.15709780
1.48978464 458.9 -0.15635485
1.48978464 464.9 -0.15560103
1.48978464 470.9 -0.15483632
1.48978464 476.9 -0.15406066
1.48978464 482.9 -0.15327400
1.48978464 489.0 -0.15247631
1.48978464 495.0 -0.15166754
1.48978464 501.0 -0.15084764
1.48978464 507.0 -0.15001656
1.48978464 513.0 -0.14917425
1.48978464 519.1 -0.14832066
1.48978464 525.1 -0.14745574
1.48978464 531.1 -0.14657945
1.48978464 537.1 -0.14569172
1.48978464 543.1 -0.14479251
1.48978464 549.2 -0.14388176
1.48978464 555.2 -0.14295941
1.48978464 561.2 -0.14202542
1.48978464 567.2 -0.14107973
1.48978464 573.2 -0.14012227
1.48978464 579.3 -0.13915298
1.48978464 585.3 -0.13817182
1.48978464 591.3 -0.13717872
1.48978464 597.3 -0.13617362
1.48978464 603.3 -0.13515646
1.48978464 609.4 -0.13412717
1.48978464 615.4 -0.13308569
1.48978464 621.4 -0.13203197
1.48978464 627.4 -0.13096592
1.48978464 633.4 -0.12988749
1.48978464 639.5 -0.12879661
1.48978464 645.5 -0.12769321
1.48978464 651.5 -0.12657722
1.48978464 657.5 -0.12544857
1.48978464 663.5 -0.12430719
1.48978464 669.6 -0.12315300
1.48978464 675.6 -0.12198594
1.48978464 681.6 -0.12080593
1.48978464 687.6 -0.11961290
1.48978464 693.6 -0.11840675
1.48978464 699.7 -0.11718743
1.48978464 705.7 -0.11595485
1.48978464 711.7 -0.11470894
1.48978464 717.7 -0.11344960
1.48978464 723.7 -0.11217676
1.48978464 729.8 -0.11089033
1.48978464 735.8 -0.10959024
1.48978464 741.8 -0.10827639
1.48978464 747.8 -0.10694870
1.48978464 753.8 -0.10560709
1.48978464 759.9 -0.10425145
1.48978464 765.9 -0.10288171
1.48978464 771.9 -0.10149777
1.48978464 777.9 -0.10009954
1.48978464 783.9 -0.09868692
1.48978464 790.0 -0.09725982
1.48978464 796.0 -0.09581815
1.48978464 802.0 -0.09436180
1.48978464 808.0 -0.09289068
1.48978464 814.0 -0.09140468
1.48978464 820.1 -0.08990372
1.48978464 826.1 -0.08838767
1.48978464 832.1 -0.08685645
1.48978464 838.1 -0.08530994
1.48978464 844.1 -0.08374803
1.48978464 850.2 -0.08217063
1.48978464 856.2 -0.08057762
1.48978464 862.2 -0.07896888
1.48978464 868.2 -0.07734432
1.48978464 874.2 -0.07570380
1.48978464 880.3 -0.07404723
1.48978464 886.3 -0.07237448
1.48978464 892.3 -0.07068544
1.48978464 898.3 -0.06897998
1.48978464 904.3 -0.06725798
1.48978464 910.4 -0.06551933
1.48978464 916.4 -0.06376391
1.48978464 922.4 -0.06199157
1.48978464 928.4 -0.06020221
1.48978464 934.4 -0.05839569
1.48978464 940.5 -0.05657188
1.48978464 946.5 -0.05473065
1.48978464 952.5 -0.05287188
1.48978464 958.5 -0.05099542
1.48978464 964.5 -0.04910114
1.48978464 970.6 -0.04718891
1.48978464 976.6 -0.04525860
1.48978464 982.6 -0.04331004
1.48978464 988.6 -0.04134311
1.48978464 994.6 -0.03935767
1.48978464 1000.7 -0.03735357
1.48978464 1006.7 -0.03533067
1.48978464 1012.7 -0.03328883
1.48978464 1018.7 -0.03122788
1.48978464 1024.7 -0.02914769
1.48978464 1030.8 -0.02704810
1.48978464 1036.8 -0.02492897
1.48978464 1042.8 -0.02279013
1.48978464 1048.8 -0.02063144
1.48978464 1054.8 -0.01845274
1.48978464 1060.9 -0.01625387
1.48978464 1066.9 -0.01403467
1.48978464 1072.9 -0.01179498
1.48978464 1078.9 -0.00953464
1.48978464 1084.9 -0.00725350
1.48978464 1091.0 -0.00495138
1.48978464 1097.0 -0.00262812
1.48978464 1103.0 -0.00028356
1.48978464 1109.0 0.00208247
1.48978464 1115.1 0.00447014
1.48978464 1121.1 0.00687961
1.48978464 1127.1 0.00931106
1.48978464 1133.1 0.01176466
1.48978464 1139.1 0.01424057
